Date,Year,Area,Location,Type,Country,Activity,Sex,Age,Injury,Fatal,Species,Hemisphere,Formated Date,Month
Jun-53,,Queensland,,Provoked,Australia,Other,M,,Right forearm & hand bitten PROVOKED INCIDENT,N,"2 m [6'9""] shark ",S,,
07-Apr-53,2053.0,New South Wales,1.5 miles off shore,Boating,Australia,Other,,,"No injury to occupant. As engine started, shark hit boat, breaking one of boats ribs in 3 places & stoving in 2 planks",N,Unknown,S,2053-04-07 00:00:00.000000,4.0
04-Apr-53,2053.0,Texas,South Padre Island,Unprovoked,United States,Swimming,F,19.0,Lacerations to right foot,N,Unknown,N,2053-04-04 00:00:00.000000,4.0
Apr-53,,Karun River,"near Ahvaz, 275 km from the sea",Unprovoked,Iran,Other,M,,Arm severed,N,"1.5 m [5'] shark, probable bull shark",N,,
Apr-53,,Karun River,"near Ahvaz, 275 km from the sea",Unprovoked,Iran,Swimming,M,,Right forearm severed at the elbow,N,"1.5 m [5'] shark, probable bull shark",N,,
Mar-53,,New South Wales,"Long Reef, Collaroy",Unprovoked,Australia,Fishing,M,23.0,Arm lacerated,N,Unknown,S,,
Reported 19-Mar-1953,1953.0,South Australia,"Schnapper Rock, Kirton Point",Unprovoked,Australia,Fishing,M,,Abrasion,N,8' shark,S,1953-03-19 00:00:00.000000,3.0
Mar-53,,,Between Straits of Malacca and Sri Lanka,Sea Disaster,Indian Ocean,Other,,,Sharks attacked raft & consumed the body of Ericsson after he died,Y,Unknown,S,,
Mar-53,,Milne Bay Province,"Off Rossel Island, Louisiade Archipelago",Unprovoked,Papua New Guinea,Other,M,,"FATAL, arm & leg severed & shark smashed at his body with its tail  ",Y,Tiger shark,S,,
18-Feb-53,2053.0,Hawaii,"Barbers Point, O'ahu",Provoked,United States,Other,M,,Hand bitten  PROVOKED INCIDENT  ,N,Unknown,N,2053-02-18 00:00:00.000000,2.0
15-Feb-53,2053.0,New South Wales,Cave at Shell Harbour,Unprovoked,Australia,Fishing,M,25.0,"Shark tore off face mask, divers face, nose & chin lacerated",N,Wobbegong shark,S,2053-02-15 00:00:00.000000,2.0
Feb-53,,,,Unprovoked,Australia,Fishing,M,,Foot bitten,N,Wobbegong shark,S,,
20-Jan-53,2053.0,South Australia,Largs Bay,Provoked,Australia,Fishing,M,61.0,Finger bitten by hooked shark PROVOKED INCIDENT,N,Unknown,S,2053-01-20 00:00:00.000000,1.0
08-Jan-53,2053.0,Tasmania,Wynyard,Boating,Australia,Fishing,,,"No injury to occupant, shark charged boat",N,10' to 12' shark,S,2053-01-08 00:00:00.000000,1.0
1953,,,,Unprovoked,Australia,Fishing,M,,Kneecap bitten,N,Wobbegong shark,S,,
1953,,Bougainville (North Solomons),"Kahuli, Buka Island",Unprovoked,Papua New Guinea,Other,M,,"FATAL, torso bitten",Y,Unknown,S,,
1953,,Florida,"Juno Beach, Palm Beach County",Unprovoked,United States,Other,F,,Leg lacerated thigh to ankle,N,Unknown,N,,
24-Dec-52,2052.0,Victoria,"Portsea Beach, near Melbourne",Unprovoked,Australia,Other,M,,"No injury, board bumped by shark",N,Unknown,S,2052-12-24 00:00:00.000000,12.0
21-Dec-52,2052.0,South Australia,Cape Douglas,Unprovoked,Australia,Fishing,M,25.0,Bitten on thigh and buttocks,N,2.4 m [8'] shark,S,2052-12-21 00:00:00.000000,12.0
14-Dec-62,2062.0,,,Invalid,Guatemala,Other,F,,It is probable that all onboard (2 men & 2 women) died when the plane crashed into the sea & her body was scavenged by a shark,Y,Unknown,N,2062-12-14 00:00:00.000000,12.0
04-Aug-52,2052.0,Genoa  Province,Riva Trigoso,Provoked,Italy,Fishing,M,17.0,Bitten by hooked shark                      PROVOKED INCIDENT,N,200-lb shark,N,2052-08-04 00:00:00.000000,8.0
03-Aug-52,2052.0,Hawaii,"Between Ala Moana Channel & Kewalo Basin, O'ahu",Unprovoked,United States,Swimming,M,,"FATAL, disappeared while swimming, shark bite found on right side of body",Y,Unknown,N,2052-08-03 00:00:00.000000,8.0
07-Dec-52,2052.0,California,"Pacific Grove, Monterey Bay, Monterey County",Unprovoked,United States,Surfing,M,17.0,"FATAL, leg lacerated  ",Y,"White shark,4.6 m [15'] ",N,2052-12-07 00:00:00.000000,12.0
03-Dec-52,2052.0,Hawaii,"Maile Beach, O'ahu",Unprovoked,United States,Swimming,M,40.0,"FATAL, left arm severed below the elbow ",Y,>6.7 m [22']  shark,N,2052-12-03 00:00:00.000000,12.0
12-Oct-52,2052.0,"Abau Sub District, Central Province",Lalaura Village,Unprovoked,Papua New Guinea,Fishing,M,,Right thigh bitten ,N,Unknown,S,2052-10-12 00:00:00.000000,10.0
06-Aug-52,2052.0,Eastern Cape Province,Nelsons Rock,Invalid,South Africa,Other,M,18.0,"Possibly drowned, remains found days later in sharks gut",Y,"Zambesi shark, 113-kg [249-lb] female ",S,2052-08-06 00:00:00.000000,8.0
05-Aug-52,2052.0,Teramo,Giulianova,Provoked,Italy,Fishing,,19.0,Multiple injuries PROVOKED INCIDENT,Y,2m shark,N,2052-08-05 00:00:00.000000,8.0
27-Jul-52,2052.0,Florida,"Panacea, Wakulla County",Boating,United States,Fishing,,,No injury to occupants. Shark chasing fish leapt into skiff & flopped out,N,"Hammerhead shark, 5' ",N,2052-07-27 00:00:00.000000,7.0
27-Jul-52,2052.0,South Carolina,Seabrook Beach,Provoked,United States,Fishing,M,43.0,Finger bitten by hooked shark PROVOKED INCIDENT,N,a small shark',N,2052-07-27 00:00:00.000000,7.0
27-Jul-52,2052.0,South Carolina,Seabrook Beach,Provoked,United States,Fishing,M,34.0,Thumb bitten by hooked shark PROVOKED INCIDENT,N,a small shark',N,2052-07-27 00:00:00.000000,7.0
27-Jul-52,2052.0,California,"Off Santa Monica, Los Angeles County",Sea Disaster,United States,Other,M,,FATAL & some of the survivors were bitten by sharks  ,Y,Unknown,N,2052-07-27 00:00:00.000000,7.0
13-Jul-52,2052.0,California,"San Diego, San Diego County",Provoked,United States,Fishing,M,34.0,Part of hand removed by shark he had caught PROVOKED INCIDENT,N,Unknown,N,2052-07-13 00:00:00.000000,7.0
05-Jul-52,2052.0,Puerto Rico,"Mona Island, 40 miles west of the mainland ",Unprovoked,United States,Fishing,M,,Leg lacerated & bone fractured ,N,"Tiger shark, 1.5 m [5'] ",N,2052-07-05 00:00:00.000000,7.0
27-May-52,2052.0,California,"Imperial Beach, San Diego County",Unprovoked,United States,Swimming,M,,Foot & swimfin bitten,N,"White shark, 2 m to 4 m [6'9"" to 13'] ",N,2052-05-27 00:00:00.000000,5.0
Reported 07-May-1952,1952.0,Western Australia,Boyup Brook,Unprovoked,Australia,Fishing,M,,Lacerations to 2 fingers & knuckles abraded,N,"Carpet shark, 5' ",S,1952-05-07 00:00:00.000000,5.0
May-52,,,Off Trivandrum (west coast),Unprovoked,India,Fishing,M,,Lower leg lacerated,N,"""A 2' (0.6 m) brown shark""",N,,
06-Apr-52,2052.0,South Australia,Streaky Bay,Boating,Australia,Fishing,,,No injury to fisherman Alf Dean & other occupants;,N,"White shark, 15'3"", 2,333-lb ",S,2052-04-06 00:00:00.000000,4.0
Apr-52,,Red Sea State,"Suakin Harbor, Suakin Island",Provoked,Sudan,Fishing,M,,Right forearm lacerated by speared shark PROVOKED INCIDENT,N,"a ""small slim brown shark""",N,,
30-Mar-52,2052.0,Curacao,,Unprovoked,Netherlands Antilles,Other,M,,"Buttock bitten, tissue removed",N,"Bull shark, 2.7 m [9'] was captured & dragged on the sand where tissue taken from Eggink was found in its gut. Species identification  was made by S. Springer based on 4 photographs of the shark. ",N,2052-03-30 00:00:00.000000,3.0
23-Jan-52,2052.0,Port Louis Province,Port Louis,Provoked,Mauritius,Fishing,M,,Right foot lacerated by a larger shark. Lost several toes  PROVOKED INCIDENT,N,Unknown,S,2052-01-23 00:00:00.000000,1.0
07-Jan-52,2052.0,New South Wales,Evans Head,Unprovoked,Australia,Surfing,M,,Bitten on left calf and ankle,N,8' shark,S,2052-01-07 00:00:00.000000,1.0
1952-1954,,Montserrado,"West Breakwater, Monrovia / Freeport",Unprovoked,Liberia,Diving,M,,FATAL,Y,Unknown,N,,
1952,,"Admiralty Islands, Manus Province",Manus Island,Unprovoked,Papua New Guinea,Fishing,M,,"Arm bitten, surgically amputated",N,Unknown,S,,
1952,,"Admiralty Islands, Manus Province","Momote, Manus Island",Unprovoked,Papua New Guinea,Fishing,M,,"FATAL,  ""No remains""",Y,"""Attacked by a number of sharks""",S,,
1952,,New Ireland Province,"Samo Plantation, east coast ",Unprovoked,Papua New Guinea,Fishing,M,27.0,"FATAL, lower abdomen removed ",Y,Unknown,S,,
1952,,Florida,Near Key West,Unprovoked,United States,Swimming,M,,"FATAL, groin bitten ",Y,Unknown,N,,
21-Dec-51,2051.0,Bay of Maputu,Catembe ,Unprovoked,Mozambique,Swimming,M,15.0,"FATAL, right leg, thighs & hands bitten  ",Y,Unknown,S,2051-12-21 00:00:00.000000,12.0
16-Dec-51,2051.0,New South Wales,North Bondi,Provoked,Australia,Fishing,M,18.0,Speared shark lacerated left leg above ankle  PROVOKED INCIDENT,N,"Wobbegong shark, 1.8 m [6'] ",S,2051-12-16 00:00:00.000000,12.0
06-Dec-51,2051.0,New South Wales,"Merewether Beach, Newcastle",Unprovoked,Australia,Other,M,21.0,FATAL,Y,2.4 m [8']  shark,S,2051-12-06 00:00:00.000000,12.0
29-Nov-51,2051.0,KwaZulu-Natal,"South Beach, Durban",Unprovoked,South Africa,Swimming,M,23.0,Thigh bruised & abraded,N,"White shark, 1.8 m [6'] ",S,2051-11-29 00:00:00.000000,11.0
28-Nov-51,2051.0,Kingston Parish,Kingston Harbor,Unprovoked,Jamaica,Fishing,M,81.0,Lacerations to left hand,N,Unknown,N,2051-11-28 00:00:00.000000,11.0
28-Nov-51,2051.0,KwaZulu-Natal,Winkelspruit,Unprovoked,South Africa,Other,M,24.0,"Leg severed below knee, defense wounds on hand",N,"White shark, 2.4 m [8'] ",S,2051-11-28 00:00:00.000000,11.0
Reported 23-Nov-1951,1951.0,,,Unprovoked,Philippines,Other,M,,"FATAL, two men survived, one succumbed to shark bite & exhaustion",Y,Unknown,N,1951-11-23 00:00:00.000000,11.0
22-Oct-51,2051.0,Queensland,"Ocean baths, Kissing Point Beach ",Unprovoked,Australia,Swimming,M,42.0,"FATAL, leg severed, shark dragged him through hole in protective net",Y,Unknown,S,2051-10-22 00:00:00.000000,10.0
05-Oct-51,2051.0,South Carolina,400 miles off the le,Invalid,North Atlantic Ocean,Other,,,Sharks fed on bodies of the drowned,N,Unknown,N,2051-10-05 00:00:00.000000,10.0
29-Sep-51,2051.0,Salerno,Amalfi,Unprovoked,Italy,Swimming,F,21.0,FATAL,Y,Unknown,N,2051-09-29 00:00:00.000000,9.0
Reported 03-Sep-1951,1951.0,Salerno Province,Salerno,Unprovoked,Italy,Fishing,M,,3 fingers severed when he used his hand as bait,N,Unknown,N,1951-09-03 00:00:00.000000,9.0
Reported 02-Sep-1951,1951.0,Queensland,Fitzroy River near Rockhampton,Unprovoked,Australia,Other,M,56.0,"FATAL, abdominal wounds & right leg severed at the hip  ",Y,Unknown,S,1951-09-02 00:00:00.000000,9.0
17-Aug-51,2051.0,Corfu Island,Off Royal Residence,Unprovoked,Greece,Swimming,M,18.0,Injured but survived,N,White shark,N,2051-08-17 00:00:00.000000,8.0
17-Aug-51,2051.0,Corfu Island,Off Royal Residence,Unprovoked,Greece,Swimming,F,16.0,"FATAL, body not recovered Another man was also injured by the shark at same time (see below)",Y,White shark,N,2051-08-17 00:00:00.000000,8.0
Reported 16-Aug-1951,1951.0,Taranto,Torre Colimena,Unprovoked,Italy,Diving,M,,No injury,N,Unknown,N,1951-08-16 00:00:00.000000,8.0
Between 01-Aug-1951 & 08-Aug-1951,,Caribbean Sea,Cartegena,Unprovoked,Colombia,Bathing,,,FATAL,Y,Unknown,N,,
Reported 19-Jul-1951,1951.0,California,"Long Beach, Los Angeles County",Unprovoked,United States,Other,M,13.0,Severe laceration to foot,N,Unknown,N,1951-07-19 00:00:00.000000,7.0
11-Jul-51,2051.0,,In Los Angeles  Honolulu yacht race,Unprovoked,Pacific Ocean,Other,M,40.0,"""Molested by shark that nibbled his bare feet"",  rescued 30 hours later.",N,2.1 m [7'] shark,N,2051-07-11 00:00:00.000000,7.0
25-Jun-51,2051.0,Hawaii,"Kapehu Beach, Laupahoehoe, Hawai'i",Unprovoked,United States,Fishing,M,,"FATAL, victim seen in shark's mouth",Y,Unknown,N,2051-06-25 00:00:00.000000,6.0
Jun-51,,Tuamotus,"Outer edge of Hikueru, one of the Central Tuamotu atolls",Unprovoked,French Polynesia,Fishing,M,39.0,Right thumb bitten,N,Unknown,N,,
22-May-51,2051.0,,,Unprovoked,Mexico,Diving,M,16.0,Lower leg severely injured,N,Unknown,N,2051-05-22 00:00:00.000000,5.0
Reported 09-May-1951,1951.0,Naples Province,"Torre del Greco, Naples",Provoked,Italy,Other,,,3 men knocked to ground by harpooned shark PROVOKED INCIDENT,N,Unknown,N,1951-05-09 00:00:00.000000,5.0
26-Mar-51,2051.0,New South Wales,Avalon,Provoked,Australia,Other,M,23.0,Minor laceration to chest when he grabbed the shark by its tail PROVOKED INCIDENT,N,"Wobbegong shark, 4'",S,2051-03-26 00:00:00.000000,3.0
24-Mar-51,2051.0,New South Wales,Sydney,Unprovoked,Australia,Fishing,M,25.0,Severe lacerations of chest & thigh,N,5.5 m [18'] shark,S,2051-03-24 00:00:00.000000,3.0
15-Mar-51,2051.0,KwaZulu-Natal,"South Beach, Durban",Unprovoked,South Africa,Surfing,M,19.0,Left foot lacerated,N,Unknown,S,2051-03-15 00:00:00.000000,3.0
19-Feb-51,2051.0,Eastern Cape Province,Port St. Johns,Unprovoked,South Africa,Surfing,M,31.0,"Leg bitten, defense wounds on hands",N,136-kg [300-lb] shark,S,2051-02-19 00:00:00.000000,2.0
03-Feb-51,2051.0,New South Wales,"Windang, near the entrance to Lake Illawarra",Unprovoked,Australia,Fishing,M,20.0,Shark's fin caused abrasion on his chest,N,Unknown,S,2051-02-03 00:00:00.000000,2.0
01-Feb-51,2051.0,New South Wales,Bondi Beach,Unprovoked,Australia,Swimming,M,14.0,Leg bitten,N,1.2 m [4'] shark,S,2051-02-01 00:00:00.000000,2.0
21-Jan-51,2051.0,KwaZulu-Natal,"Native Beach, Durban",Unprovoked,South Africa,Swimming,M,19.0,"FATAL, right thigh bitten, leg severed at knee",Y,Unknown,S,2051-01-21 00:00:00.000000,1.0
03-Jan-51,2051.0,New South Wales,Hawkesbury River,Invalid,Australia,Other,M,,Body found after a week in the water apparently bitten by shark/s,Y,Unknown,S,2051-01-03 00:00:00.000000,1.0
1951,,Madang Province,Manam Island,Unprovoked,Papua New Guinea,Other,,,FATAL,Y,Unknown,S,,
31-Dec-50,2050.0,Queensland,Kirra,Unprovoked,Australia,Other,M,19.0,"No injury, shark bit oar",N,"Nurse shark, 10' ",S,2050-12-31 00:00:00.000000,12.0
Reported 19-Dec-1950,1950.0,New South Wales,Jervis Bay,Unprovoked,Australia,Swimming,,,Legs nipped,N,"Wobbegong shark, 6'",S,1950-12-19 00:00:00.000000,12.0
16-Dec-50,2050.0,Queensland,"Palm Beach North, 5 miles north of Burleigh Heads, Brisbane",Unprovoked,Australia,Other,M,20.0,"FATAL, lower abdomen severely bitten & his left leg was severed",Y,Unknown,S,2050-12-16 00:00:00.000000,12.0
29-Nov-50,2050.0,Northern Territory,Goulburn Island,Provoked,Australia,Diving,M,17.0,"Minor injury to hand and groin from shark ""caught on his fishing spear"" PROVOKED INCIDENT",N,2' shark,S,2050-11-29 00:00:00.000000,11.0
25-Nov-50,2050.0,Queensland,"Burleigh Heads, Brisbane",Unprovoked,Australia,Surfing,M,21.0,Part of buttocks & fingers severed,N,"White shark, 3m, seen in area and hooked 3 days later",S,2050-11-25 00:00:00.000000,11.0
12-Nov-50,2050.0,Queensland,Yeppoon,Boating,Australia,Other,M,18.0,"No injury to occupants, shark holed canoet",N,10' shark,S,2050-11-12 00:00:00.000000,11.0
28-Oct-50,2050.0,California,"Imperial Beach, San Diego County",Unprovoked,United States,Surfing,M,31.0,Right leg lacerated,N,White shark,N,2050-10-28 00:00:00.000000,10.0
04-Oct-50,2050.0,Queensland,"Peterson's Beach, Sarina",Unprovoked,Australia,Fishing,M,25.0,Lacerations to right thumb and knee,N,4' shark,S,2050-10-04 00:00:00.000000,10.0
06-Aug-50,2050.0, La Libertad,50 miles off Port La Libertad,Provoked,El Salvador,Fishing,M,27.0,Left thigh bitten by hooked shark PROVOKED INCIDENT,N,"1,100-lb shark",N,2050-08-06 00:00:00.000000,8.0
Aug-50,,Eastern Province,East of the Ras Tanura-Jubail area ,Unprovoked,Saudi Arabia,Diving,M,,Tissue stripped knee to foot,N,Unknown,N,,
Reported 27-Jul-1950,1950.0,South Australia,Streaky Bay,Boating,Australia,Fishing,,,No injury to occupants,N,17' white shark,S,1950-07-27 00:00:00.000000,7.0
21-Jul-50,2050.0,Sago Prefecture,Ariakeno Bay,Unprovoked,Japan,Swimming,M,19.0,FATAL,Y,Unknown,N,2050-07-21 00:00:00.000000,7.0
1950.07.19,1950.0,Savona,Albenga,Provoked,Italy,Fishing,,,Harpooned shark bit his forehead PROVOKED INCIDENT,N,Unknown,N,1950-07-19 00:00:00.000000,7.0
15-Jul-50,2050.0,Caribbean Sea,,Unprovoked,Cuba,Other,M,30.0,Found at 21h30 by searchlight. Had been constantly harassed by sharks & had numerous lacerations,N,Unknown,N,2050-07-15 00:00:00.000000,7.0
10-Jul-50,2050.0,Texas,Near Port Arthur,Unprovoked,United States,Swimming,M,11.0,Laceration to leg,N,Hammerhead shark,N,2050-07-10 00:00:00.000000,7.0
09-Jul-50,2050.0,Texas,Galveston Bay,Invalid,United States,Other,M,,Human remains found in shark,Y,Unknown,N,2050-07-09 00:00:00.000000,7.0
Jul-50,,Florida,"Rock Harbor, Key Largo, Monroe County",Unprovoked,United States,Diving,M,21.0,Shallow lacerations on back of right thigh,N,0.7 m [2.5'] shark,N,,
25-Jun-50,2050.0,New York,"Beach 103rd Street, Rockaway ",Unprovoked,United States,Swimming,M,16.0,"Gashes & lacerations on legs, foot lacerated.",N,"""sand shark""",N,2050-06-25 00:00:00.000000,6.0
06-Jun-50,2050.0,Florida,275 miles northeast of Miami,Sea Disaster,United States,Other,M,25.0,"FATAL, bitten five times. Other survivors fought off sharks for 10 hours. One survivor's arm severed by a shark.",Y,Unknown,N,2050-06-06 00:00:00.000000,6.0
24-May-50,2050.0,KwaZulu-Natal,Port Edward,Unprovoked,South Africa,Other,M,27.0,Left foot bitten,N,Unknown,S,2050-05-24 00:00:00.000000,5.0
01-May-50,2050.0,Tyrrhenian Sea,"Sprizze, Isola d'Elba",Boating,Italy,Fishing,M,,No injury,N,"unknown, possibly a white shark",N,2050-05-01 00:00:00.000000,5.0
09-Apr-50,2050.0,Queensland,Cooper's Point,Sea Disaster,Australia,Fishing,M,50.0,FATAL,Y,Unknown,S,2050-04-09 00:00:00.000000,4.0
09-Apr-50,2050.0,Eastern Cape Province,Off Port Elizabeth breakwater,Unprovoked,South Africa,Fishing,M,,"Shark bit foot, removing 2 toes",N,2.13 m shark,S,2050-04-09 00:00:00.000000,4.0
26-Mar-50,2050.0,Eastern Cape Province,"Off bank of Ntshala River, Morgan Bay",Unprovoked,South Africa,Wading,M,,"Ankle & foot lacerated, defense wounds on hand",N,1.5 m to 1.8 m [5' to 6'] spear-eye shark ,S,2050-03-26 00:00:00.000000,3.0
08-Mar-50,2050.0,KwaZulu-Natal,"North Beach, Durban",Unprovoked,South Africa,Other,M,20.0,FATAL,Y,Unknown,S,2050-03-08 00:00:00.000000,3.0
01-Mar-50,2050.0,Western Australia,"City Beach, Perth",Invalid,Australia,Other,M,,"His body, with bullet wound in head & right hand missing, washed shore - an apparent suicide",Y,"Szot's right hand found in a 4.5' [14.5'] tiger shark caught 3/9/1950 at Safety Bay, south of Freemantle",S,2050-03-01 00:00:00.000000,3.0
Reported 18-Feb-1950,1950.0,Western Australia,"Cottesloe, Perth",Unprovoked,Australia,Fishing,M,,Minor injury to leg,N,small carpet shark,S,1950-02-18 00:00:00.000000,2.0
11-Feb-50,2050.0,KwaZulu-Natal,"South Beach, Durban",Unprovoked,South Africa,Surfing,M,14.0,"FATAL, body not recovered ",Y,"White shark, 3.7 m [12']  according to witnesses",S,2050-02-11 00:00:00.000000,2.0
16-Jan-50,2050.0,Hawaii,"Kahakuloa, Maui",Invalid,United States,Fishing,M,,"His remains were recovered from a huge shark caught 3 days later. The remains of another fisherman, Harold Fujimoto, were recovered, but the body of the third fisherman, Hideo Tamura, was never found",Y,Unknown,N,2050-01-16 00:00:00.000000,1.0
Reported 12-Jan-1950,1950.0,Victoria,South Werribee Beach,Unprovoked,Australia,Swimming,M,,3 lacerations to heel,N,Unknown,S,1950-01-12 00:00:00.000000,1.0
1950,,Tasmania,Triabunna,Boating,Australia,Other,M,,"No injury to occupant, shark bit side of dinghy",N,"White shark, 3.6 m,  420 kg male",S,,
1950,,Eastern Province,Heda Oya Estuary,Unprovoked,Sri Lanka,Fishing,M,,Buttock removed,N,Possibly a lemon shark,N,,
1950,,Southern Province,Dodnduwa,Unprovoked,Sri Lanka,Fishing,M,,"No injury, but shark damaged one of his swim fins",N,Whtietip reef shark,N,,
1950 - 1951,,Montserrado,Monrovia,Unprovoked,Liberia,Other,M,,FATAL,Y,Unknown,N,,
Summer 1950,,Jakarta Harbour,On rock near Yacht Club,Unprovoked,Indonesia,Other,M,7.0,FATAL,Y,"Tiger shark, 3.7 m to 4.3 m  [12' to 14']",S,,
1950,,Florida,"Jacksonville Beach, Duval County",Unprovoked,United States,Other,M,,Arm bitten,N,Unknown,N,,
1950s,,Hawaii,"Waikiki, O'ahu",Invalid,United States,Fishing,M,,"No injury from shark, scraped chest climbing out on reef",N,"Alleged to involve a white shark ""with little yellow eyes""",N,,
1950,,Canal Zone,300 yards west of mouth of the Chagres River,Unprovoked,Panama,Bathing,M,,Foot & hand severed,N,2.7 m [9'] shark with black-tipped pectoral fins,N,,
Summer 1950,,,"Piraeus, Athens",Unprovoked,Greece,Swimming,,,FATAL,Y,Unknown,N,,
1950,,Singapore Harbor,,Unprovoked,Singapore,Diving,M,,FATAL,Y,Unknown,N,,
1950,,North Province,"Voh, near meatworks",Unprovoked,New Caledonia,Fishing,M,,"Shark jumped from sea, taking fish & his right arm",N,Unknown,N,,
Ca. 1950,,North Province,Mangalia Reef above Touho ,Unprovoked,New Caledonia,Diving,M,,"Arm bitten, surgically amputated",N,Unknown,N,,
Ca. 1950,,,Near Lautoka,Unprovoked,Fiji,Other,M,,Survived,N,Unknown,S,,
Dec-49,,Caribbean Sea,Between  Cuba  & Costa Rica,Sea Disaster,Unknown,Other,M,,Fatal or drowning or scavenging,Y,Shark involvement not confirmed,,,
Dec-49,,Victoria,Seaholme,Unprovoked,Australia,Other,M,35.0,"No injury,     Shark landed on top of him, knocked him back down 3 times",N,"Grey nurse shark, 2.6 m [8.5']  ",S,,
20-Nov-49,2049.0,New South Wales,"Kurnell, Botany Bay ",Unprovoked,Australia,Wading,M,36.0,Left arm bitten ,N,6' shark,S,2049-11-20 00:00:00.000000,11.0
12-Nov-49,2049.0,Victoria,Port Phillip Bay,Invalid,Australia,Other,M,,Fatal or drowning or scavenging,Y,Unknown,S,2049-11-12 00:00:00.000000,11.0
28-Aug-49,2049.0,Queensland,Yorkeys Knob Beach near Cairns,Unprovoked,Australia,Swimming,M,21.0,Abdomen & chest abraded,N,Unknown,S,2049-08-28 00:00:00.000000,8.0
28-Aug-49,2049.0,Queensland,Yorkeys Knob Beach near Cairns,Unprovoked,Australia,Swimming,M,34.0,"FATAL, right leg, thigh & fingers lacerated ",Y,Unknown,S,2049-08-28 00:00:00.000000,8.0
17-Aug-49,2049.0,Tuscany,Elba Island,Invalid,Italy,Swimming,M,17.0,No injury,N,2 m shark,N,2049-08-17 00:00:00.000000,8.0
16-Aug-49,2049.0,Tasmania,Flinders Island,Unprovoked,Australia,Swimming,M,18.0,Hip lacerated,N,Unknown,S,2049-08-16 00:00:00.000000,8.0
Reported 10-Aug-1949,1949.0,Calabria,Cosenza,Unprovoked,Italy,Swimming,M,21.0,Right hand severed,N,Unknown,N,1949-08-10 00:00:00.000000,8.0
07-Jul-49,2049.0,Shatt-el-Arab River,,Unprovoked,Iran,Swimming,M,18.0,Right leg lacerated,N,Unknown,N,2049-07-07 00:00:00.000000,7.0
28-Jul-49,2049.0,Shatt-al-Arab River,Bashamir,Unprovoked,Iran,Swimming,M,18.0,"FATAL, thigh lacerated, femur exposed ",Y,Unknown,N,2049-07-28 00:00:00.000000,7.0
25-Jul-49,2049.0,South Carolina,"Oketee River, Jasper County",Unprovoked,United States,Other,M,16.0,"Abdomen abraded, thigh lacerated",N,Unknown,N,2049-07-25 00:00:00.000000,7.0
16-Jul-49,2049.0,California,"10 miles off Redondo Beach, Los Angeles County",Provoked,United States,Fishing,M,16.0,Right hand bitten by hooked shark being pulled onboard PROVOKED INCIDENT,N,"Bonita sharkk, 200-lb",N,2049-07-16 00:00:00.000000,7.0
13-Jun-49,2049.0,,Between Tientsin & Hong Kong,Sea Disaster,China,Fishing,M,,"FATAL, at time of sinking several men were thrown in water & killed by sharks, survivors were rescued 3 days later by the Panamanian ship Christobel",Y,Unknown,N,2049-06-13 00:00:00.000000,6.0
16-May-49,2049.0,Western Australia,Broome,Unprovoked,Australia,Bathing,F,22.0,"Left arm severed above elbow, recovered 5 days afterwards from sharks gut",N,"Whaler shark, 2.7 m [9'], 350- to 450-lb  identified by G.P. Whitley",S,2049-05-16 00:00:00.000000,5.0
13-May-49,2049.0,New South Wales,Nelson's Bay,Provoked,Australia,Other,M,26.0,Lacerations to right hand PROVOKED INCIDENT,N,Unknown,S,2049-05-13 00:00:00.000000,5.0
18-Apr-49,2049.0,Queensland,"Nerang River, Southpot",Provoked,Australia,Fishing,M,,Toe bitten by netted shark PROVOKED INCIDENT,N,3' shark,S,2049-04-18 00:00:00.000000,4.0
17-Apr-49,2049.0,Queensland,"Ellis Beach, 20 miles from Cairns",Unprovoked,Australia,Bathing,M,13.0,"FATAL, left leg severed",Y,"3.3 m [10'9""] shark",S,2049-04-17 00:00:00.000000,4.0
13-Apr-49,2049.0,Tamaulipas,"Miramar Beach, Tampico",Unprovoked,Mexico,Bathing,M,,"U.S. destroyer John W. Weeks, 6 miles offshore, demonstrating guns & bombs for Mexican officials was thought to have driven the shark into the shallows where it bit the bather before other bathers drove it away with sticks & clubs.",N,Unknown,N,2049-04-13 00:00:00.000000,4.0
Mar-1949 or Apr-1949,,South Australia,18 miles south of Port Augusta,Boating,Australia,Other,,,,UNKNOWN,Unknown,S,,
23-Jan-49,2049.0,New South Wales,"Bar Beach, Newcastle ",Unprovoked,Australia,Other,M,20.0,FATAL,Y,"White shark, 3.6 m [11'9""] ",S,2049-01-23 00:00:00.000000,1.0
14-Jan-49,2049.0,New South Wales,Off North Bondi,Invalid,Australia,Surfing,M,32.0,"No injury, chased by 3 sharks",N,Unknown,S,2049-01-14 00:00:00.000000,1.0
13-Jan-49,2049.0,New South Wales,"Mona Vale, near Sydney",Unprovoked,Australia,Other,M,,"No injury, shark bumped ski",N,Unknown,S,2049-01-13 00:00:00.000000,1.0
05-Jan-49,2049.0,Western Australia,"Leighton Beach, North Fremantle",Invalid,Australia,Other,,,Human hand recovered,UNKNOWN,"Tiger shark, 2.4 m [8']",S,2049-01-05 00:00:00.000000,1.0
1949-1950,,Tyrrhenian Sea,San Vincenzo,Boating,Italy,Fishing,M,,No injury to occupant,N,White shark,N,,
