Date,Year,Area,Location,Type,Country,Activity,Sex,Age,Injury,Fatal,Species,Hemisphere,Formated Date,Month
19-Jun-11,2011.0,Caicos Bank,French Cay,Unprovoked,Turks & Caicos,Fishing,M,35.0,Right calf bitten,N,5' shark,N,2011-06-19 00:00:00.000000,6.0
19-Jun-11,2011.0,Guanacaste,Playa Grande,Unprovoked,Costa Rica,Surfing,M,15.0,FATAL,Y,Unknown,N,2011-06-19 00:00:00.000000,6.0
15-Jun-11,2011.0,Saint-Gilles-les-Bains,Boucan-Canot,Unprovoked,Reunion,Other,M,31.0,FATAL,Y,Unknown,S,2011-06-15 00:00:00.000000,6.0
Reported 14-Jun-2011,2011.0,Cornwall,St. Ives,Boat,United Kingdom,Fishing,,,"No injury, shark slammed into boat",N,"Oceanic whitetip shark, 7'",N,2011-06-14 00:00:00.000000,6.0
12-Jun-11,2011.0,Florida,"Off Jupiter Inlet, Palm Beach County",Unprovoked,United States,Diving,M,28.0,Lacerations to right calf,N,"Blacktip shark, 4'",N,2011-06-12 00:00:00.000000,6.0
Reported 06-Jun-2011,2011.0,San Andrés archipelago,Albuquerque Cay,Unprovoked,Colombia,Fishing,M,24.0,Injuries to right hand and forearm,N,Unknown,N,2011-06-06 00:00:00.000000,6.0
06-Jun-11,2011.0,California,"La Jolla, San Diego County",Unprovoked,United States,Fishing,M,28.0,"No injury, minor damage to wetsuit",N,"Sevengill shark, 6' to 8'",N,2011-06-06 00:00:00.000000,6.0
06-Jun-11,2011.0,Florida,"New Smyrna Beach, Volusia County",Unprovoked,United States,Wading,M,19.0,Puncture wound to calf,N,3' to 4' shark,N,2011-06-06 00:00:00.000000,6.0
01-Jun-11,2011.0,Kedah,Palau Payar,Unprovoked,Malaysia,Other,F,,Laceration to dorsum of right foot,N,Blacktip reef shark ,N,2011-06-01 00:00:00.000000,6.0
30-May-11,2011.0,Texas,"Follett's Island, Brazoria County",Unprovoked,United States,Other,F,22.0,Lacerations & punctures to right thigh ,N,Unknown,N,2011-05-30 00:00:00.000000,5.0
29-May-11,2011.0,Western Cape Province,Robberg Beach,Unprovoked,South Africa,Surfing,M,33.0,"No injury, board bumped by shark",N,White shark,S,2011-05-29 00:00:00.000000,5.0
25-May-11,2011.0,Hawaii,"Lyman Beach, Kailua-Kona",Unprovoked,United States,Surfing,F,,"No injury, board bitten",N,"Tiger shark, 10'",N,2011-05-25 00:00:00.000000,5.0
22-May-11,2011.0,Hawaii,"Lyman Beach, Kailua-Kona",Unprovoked,United States,Other,F,,"No injury, board bitten",N,Tiger shark,N,2011-05-22 00:00:00.000000,5.0
21-May-11,2011.0,North Province,Kendec,Unprovoked,New Caledonia,Other,M,15.0,"Thigh bitten, FATAL",Y," Tiger shark, 2.8m",N,2011-05-21 00:00:00.000000,5.0
21-May-11,2011.0,KwaZulu-Natal,Levan Point,Unprovoked,South Africa,Fishing,M,28.0,"Thigh bitten, FATAL",Y,Zambesi shark,S,2011-05-21 00:00:00.000000,5.0
13-May-11,2011.0,Florida,"Ponte Vedra Beach, St Johns County",Unprovoked,United States,Surfing,M,86.0,Lacerations to left foot & ankle,N,Unknown,N,2011-05-13 00:00:00.000000,5.0
13-May-11,2011.0,Florida,"Ormond Beach, Volusia County",Unprovoked,United States,Surfing,M,37.0,Minor injury; puncture wounds to calf,N,Unknown,N,2011-05-13 00:00:00.000000,5.0
10-May-11,2011.0,Florida,Miami,Provoked,United States,Fishing,M,,Laceration to arm by captive shark PROVOKED INCIDENT,N,"Sandbar shark ,8'",N,2011-05-10 00:00:00.000000,5.0
Reported 07-May-2011,2011.0,Umm al Qaywayan Province,Khor Fakkan ,Invalid,United Arab Emirates,Fishing,M,43.0,"Erroneously reported on several internet sites as a ""shark attack"", it was the shark 8', 300-kg mako shark that was attacked, not the fisherman",N,Unknown,N,2011-05-07 00:00:00.000000,5.0
04-May-11,2011.0,KwaZulu-Natal,Palm Beach,Unprovoked,South Africa,Fishing,M,37.0,Calf bitten,N,Unknown,S,2011-05-04 00:00:00.000000,5.0
26-Apr-11,2011.0,Florida,"Riviera Beach, Palm Beach County",Unprovoked,United States,Fishing,M,32.0,Calf bitten,N,"Bull shark, 12'",N,2011-04-26 00:00:00.000000,4.0
23-Apr-11,2011.0,Western Australia,Red Bluffs,Unprovoked,Australia,Other,M,17.0,Heel bitten,N,"reef shark, 1.5m",S,2011-04-23 00:00:00.000000,4.0
22-Apr-11,2011.0,Florida,"New Smyrna Beach, Volusia County",Unprovoked,United States,Surfing,M,49.0,Minor puncture wounds,N,1' to 2' shark,N,2011-04-22 00:00:00.000000,4.0
16-Apr-11,2011.0,South Island,Snapper Point,Unprovoked,New Zealand,Surfing,M,41.0,Puncture to left hand,N,possibly a bronze whaler shark,N,2011-04-16 00:00:00.000000,4.0
13-Apr-11,2011.0,Bali,Balian,Unprovoked,Indonesia,Surfing,M,,Lacerations to forearm,N," Bull shark, 2.5 m",S,2011-04-13 00:00:00.000000,4.0
08-Apr-11,2011.0,Vitu Levu,"Malake Island, Ra Province",Unprovoked,Fiji,Diving,M,27.0,Minor injuries to left leg and hand,N,Unknown,S,2011-04-08 00:00:00.000000,4.0
Reported 29-Mar-2011,2011.0,Texas,Matagorda Beach,Provoked,United States,Other,M,,Minor laceration to shoulder from captive shark PROVOKED INCIDENT,N,Blacktip shark pup,N,2011-03-29 00:00:00.000000,3.0
24-Mar-11,2011.0,Quintana Roo,"Gaviotas Beach, Cancun",Unprovoked,Mexico,Swimming,F,,Lower leg & foot bitten,N,Bull shark,N,2011-03-24 00:00:00.000000,3.0
23-Mar-11,2011.0,New South Wales,Crowdy Head,Unprovoked,Australia,Surfing,M,48.0,Severe injury to left forearm,N,"Bull shark, 2.5m",S,2011-03-23 00:00:00.000000,3.0
21-Mar-11,2011.0,Quintana Roo,,Unprovoked,Mexico,Swimming,M,46.0,Right foot bitten,N,Unknown,N,2011-03-21 00:00:00.000000,3.0
21-Mar-11,2011.0,,Nukudamu ,Unprovoked,Fiji,Fishing,M,30.0,"Left forearm severely bitten, surgically amputated",N,Unknown,S,2011-03-21 00:00:00.000000,3.0
16-Mar-11,2011.0,New South Wales,"Jimmys Beach, Port Stephens",Unprovoked,Australia,Other,F,24.0,"Severe injuries to head, neck, shoulder & upper left arm",N,3 m to 4 m shark,S,2011-03-16 00:00:00.000000,3.0
Reported 10-Mar-2010,2010.0,South Sinai Peninsula,Sharm-el-Sheikh,Invalid,Egypt,Other,F,,"Apparent drowning, and subsequent scavenging by 16' tiger shark",N,Unknown,N,2010-03-10 00:00:00.000000,3.0
10-Mar-11,2011.0,New South Wales,"Tallow Beach, Byron Bay",Unprovoked,Australia,Surfing,M,,"No injury, surboard broken",N,Unknown,S,2011-03-10 00:00:00.000000,3.0
Reported 28-Feb-2011,2011.0,Queensland,Between ,Provoked,Australia,Fishing,M,36.0,Lacerations to right hand by hooked shark PROVOKED INCIDENT,N,"Bull shark, 2m",S,2011-02-28 00:00:00.000000,2.0
23-Feb-11,2011.0, Loyalty Islands,"Bay of Bweedro, Ouvéa",Unprovoked,New Caledonia,Fishing,M,21.0,Lacerations to left forearm,N,1.5 m shark,N,2011-02-23 00:00:00.000000,2.0
18-Feb-11,2011.0,Saint Gilles ,Trois-Roches,Unprovoked,Reunion,Surfing,M,32.0,Left leg severed at the knee,N,Unknown,S,2011-02-18 00:00:00.000000,2.0
17-Feb-11,2011.0,South Australia,Off Perforated Island near Coffin Bay,Unprovoked,Australia,Diving,M,49.0,FATAL,Y,White shark x 2,S,2011-02-17 00:00:00.000000,2.0
13-Feb-11,2011.0,Queensland,Sunshine Beach,Provoked,Australia,Fishing,M,,Lacerations to calf by hooked shark PROVOKED INCIDENT,N,1 m shark,S,2011-02-13 00:00:00.000000,2.0
12-Feb-11,2011.0,Western Australia,Exmouth,Unprovoked,Australia,Other,M,58.0,Arm bitten,N,Unknown,S,2011-02-12 00:00:00.000000,2.0
Reported 04-Feb-2011,2011.0,Colima,"Manzanillo, Revillagigedo Islands",Provoked,Mexico,Fishing,M,,Left foot bitten PROVOKED INCIDENT,N,Unknown,N,2011-02-04 00:00:00.000000,2.0
02-Feb-11,2011.0,Eastern Cape Province,"Sundays River Mouth, Port Elizabeth",Unprovoked,South Africa,Fishing,M,37.0,Right leg bitten,N,Unknown,S,2011-02-02 00:00:00.000000,2.0
31-Jan-11,2011.0,Quintana Roo,Cancun,Unprovoked,Mexico,Swimming,F,38.0,"Leg, forearm & hand severely bitten",N,6' shark,N,2011-01-31 00:00:00.000000,1.0
28-Jan-11,2011.0,Colima,Revillagigedo Islands,Provoked,Mexico,Fishing,M,25.0,Left eg bitten PROVOKED INCIDENT,N,Unknown,N,2011-01-28 00:00:00.000000,1.0
26-Jan-11,2011.0,West End,Tiger Beach,Unprovoked,Bahamas,Diving,M,55.0,Arm bitten ,N,Caribbean reef shark,N,2011-01-26 00:00:00.000000,1.0
20-Jan-11,2011.0,New South Wales,Cudgen Creek ,Invalid,Australia,Swimming,F,7.0,Lacerations to both legs,N,Shark involvement not confirmed,S,2011-01-20 00:00:00.000000,1.0
15-Jan-11,2011.0,Eastern Cape Province,"Second Beach, Port St. John's",Unprovoked,South Africa,Surfing,M,16.0,FATAL,Y,Unknown,S,2011-01-15 00:00:00.000000,1.0
Reported 12-Jan 2011,2011.0,Quintana Roo,Xcalak ,Unprovoked,Mexico,Other,M,37.0,Bitten on leg and groin,N,Unknown,N,2011-01-12 00:00:00.000000,1.0
03-Jan-11,2011.0,Western Australia,Busselton,Boat,Australia,Fishing,,,"No injury, shark nudged boat and bit propeller",N,White shark,S,2011-01-03 00:00:00.000000,1.0
26-Dec-10,2010.0,Hawaii," Kahului, Maui",Unprovoked,United States,Other,M,16.0,"Lacerations to his lower left leg, calf, foot & ankle",N,6' shark,N,2010-12-26 00:00:00.000000,12.0
17-Dec-10,2010.0,Vitu Levu,Sigatoka,Unprovoked,Fiji,Surfing,M,,Lacerations to  foot,N,Unknown,S,2010-12-17 00:00:00.000000,12.0
11-Dec-10,2010.0,Hawaii,"Tavares Bay, Maui",Unprovoked,United States,Surfing,M,46.0,Lacerations to right foot,N,Unknown,N,2010-12-11 00:00:00.000000,12.0
05-Dec-10,2010.0,South Sinai Peninsula,"Middle Garden, Sharm el-Shiekh",Unprovoked,Egypt,Other,F,70.0,FATAL,Y,"Oceanic whitetip shark, 2.5m ",N,2010-12-05 00:00:00.000000,12.0
Reported 03-Dec-2010,2010.0,Bali,Balian,Unprovoked,Indonesia,Surfing,M,,Lacerations to right hand,N,Unknown,S,2010-12-03 00:00:00.000000,12.0
01-Dec-10,2010.0,South Sinai Peninsula,"Ras Nasrani, Sharm el-Sheikh",Unprovoked,Egypt,Other,M,54.0,Both arms severely bitten,N,Mako shark ,N,2010-12-01 00:00:00.000000,12.0
01-Dec-10,2010.0,South Sinai Peninsula,"Ras Nasrani, Sharm el-Sheikh",Unprovoked,Egypt,Other,M,46.0,Lacerations to right leg,N,Mako shark,N,2010-12-01 00:00:00.000000,12.0
30-Nov-10,2010.0,South Sinai Peninsula,"Coral Bay, Sharm el-Sheikh",Unprovoked,Egypt,Other,F,70.0,"Foot severed, Right forearm severed, lacerations to left hand (defense wounds)",N,"Oceanic whitetip shark, 2.5m, female",N,2010-11-30 00:00:00.000000,11.0
30-Nov-10,2010.0,South Sinai Peninsula,"Coral Bay, Sharm el-Sheikh",Unprovoked,Egypt,Other,F,48.0,Foot and arm bitten,N,"Oceanic whitetip shark, 2.5m, female",N,2010-11-30 00:00:00.000000,11.0
Reported 27-Nov-2010,2010.0,,,Unprovoked,Samoa,Fishing,M,47.0,Serious wounds to chest,N,Unknown,N,2010-11-27 00:00:00.000000,11.0
27-Nov-10,2010.0,Western Australia,Native Dog Beach,Invalid,Australia,Swimming,M,,Death may have been due to drowning,Y,Shark involvement not confirmed,S,2010-11-27 00:00:00.000000,11.0
19-Nov-10,2010.0,Palmyra Atoll,,Provoked,United States,Other,M,33.0,Head bitten by netted shark PROVOKED INCIDENT,N,Unknown,N,2010-11-19 00:00:00.000000,11.0
15-Nov-10,2010.0,,Boca Chica,Unprovoked,Dominican Republic,Diving,M,21.0,FATAL,Y,Unknown,N,2010-11-15 00:00:00.000000,11.0
14-Nov-10,2010.0,Bali,Balian,Unprovoked,Indonesia,Surfing,M,,Hand bitten ,N,Unknown,S,2010-11-14 00:00:00.000000,11.0
Reported 12-Nov-2010,2010.0,Western Australia,Between Carnac and Garden Islands,Boat,Australia,Fishing,M,,No injury to occupant. Shark rammed bottom of the boat,N,White shark,S,2010-11-12 00:00:00.000000,11.0
30-Oct-10,2010.0,Western Australia,Off Garden Island,Unprovoked,Australia,Other,F,20.0,Torso and left buttock bitten,N,White shark,S,2010-10-30 00:00:00.000000,10.0
Reported 28-Oct-2010,2010.0,Western Australia,Cheynes Beach,Unprovoked,Australia,Fishing,M,,"No injury, shark head-butted diver's thigh",N,Unknown,S,2010-10-28 00:00:00.000000,10.0
28-Oct-10,2010.0,Oregon,Florence,Unprovoked,United States,Surfing,M,,No injury to surfer,N,Unknown,N,2010-10-28 00:00:00.000000,10.0
25-Oct-10,2010.0,,350 miles from Faial Island,Provoked,Azores,Fishing,M,,PROVOKED INCIDENT?  ,N,Unknown,N,2010-10-25 00:00:00.000000,10.0
23-Oct-10,2010.0,Maine,"Burnt Cove near Eastport, Washington County",Unprovoked,United States,Diving,M,30.0,"No injury to diver, shark bit his video camera",N,"Porbeagle shark, 8' ",N,2010-10-23 00:00:00.000000,10.0
23-Oct-10,2010.0,Western Australia,Wedge Island,Unprovoked,Australia,Surfing,M,14.0,Lacerations to lower right leg,N,Unknown,S,2010-10-23 00:00:00.000000,10.0
22-Oct-10,2010.0,California,"Surf Beach, Vandenberg AFB, Santa Barbara County",Unprovoked,United States,Other,M,19.0,FATAL,Y,"White shark, 14' to 18' ",N,2010-10-22 00:00:00.000000,10.0
20-Oct-10,2010.0,South Sinai Peninsula,Sharm el-Sheikh ,Unprovoked,Egypt,Other,F,,Multiple lacerations to left leg and foot,N,Unknown,N,2010-10-20 00:00:00.000000,10.0
09-Oct-10,2010.0,New South Wales,Mullaway Headland,Unprovoked,Australia,Surfing,M,22.0,Foot bitten,N,"Bull shark, 1.4m ",S,2010-10-09 00:00:00.000000,10.0
02-Oct-10,2010.0,Exuma Islands,,Unprovoked,Bahamas,Other,M,,Calf bitten,N,Lemon shark,N,2010-10-02 00:00:00.000000,10.0
02-Oct-10,2010.0,Abaco Islands,Elbow Cay,Unprovoked,Bahamas,Surfing,F,,Bitten between left ankle & knee,N,Possibly a 6' lemon shark,N,2010-10-02 00:00:00.000000,10.0
01-Oct-10,2010.0,Western Cape Province,"Melkbaai, Strand",Unprovoked,South Africa,Surfing,M,15.0,3 lacerations to foot,N,Unknown,S,2010-10-01 00:00:00.000000,10.0
27-Sep-10,2010.0,Oregon,Winchester Bay,Unprovoked,United States,Surfing,M,29.0,"No injury, surfboard rammed",N,White shark,N,2010-09-27 00:00:00.000000,9.0
24-Sep-10,2010.0,Virginia,Sandridge Beach,Unprovoked,United States,Surfing,M,18.0,Bite to left ankle and knee,N,Unknown,N,2010-09-24 00:00:00.000000,9.0
21-Sep-10,2010.0,Western Cape Province,Between Dyer Island and Pearly Beach,Unprovoked,South Africa,Swimming,M,29.0,FATAL,Y,White shark,S,2010-09-21 00:00:00.000000,9.0
 13-Sep-2010,2010.0,New South Wales,Fraser's Reef,Unprovoked,Australia,Surfing,M,15.0,Lacerations and puncture wounds to leg and foot,N,2m shark,S,2010-09-13 00:00:00.000000,9.0
07-Sep-10,2010.0,Florida,"St. Augustine, St. John's County",Unprovoked,United States,Swimming,M,27.0,Lacerations to left wrist,N,3' shark,N,2010-09-07 00:00:00.000000,9.0
Reported 06-Sep-2010,2010.0,Ha'api ,,Unprovoked,Tonga,Swimming,M,24.0,Puncture wounds to right foot,N,Unknown,N,2010-09-06 00:00:00.000000,9.0
 04-Sep-2010,2010.0,Florida,"New Smyrna Beach, Volusia County",Unprovoked,United States,Surfing,M,,"No injury, shark charged surfboard",N,Unknown,N,2010-09-04 00:00:00.000000,9.0
03-Sep-10,2010.0,Florida,"New Smyrna Beach, Volusia County",Unprovoked,United States,Surfing,M,24.0,Lacerations to right  hand ,N,Unknown,N,2010-09-03 00:00:00.000000,9.0
03-Sep-10,2010.0,Florida,"New Smyrna Beach, Volusia County",Unprovoked,United States,Surfing,M,24.0,Left thigh bitten,N,Unknown,N,2010-09-03 00:00:00.000000,9.0
02-Sep-10,2010.0,Western Province,,Unprovoked,Solomon Islands,Other,M,34.0,Lacerations to face and neck,N,Unknown,N,2010-09-02 00:00:00.000000,9.0
29-Aug-10,2010.0,Exuma Islands,"Off Jaws Beach, New Providence Island",Invalid,Bahamas,Swimming,M,43.0,"His partial remains were recovered from a 12' tiger shark on September 5, 2010. Cause of death was thought to be drowning",Y,Unknown,N,2010-08-29 00:00:00.000000,8.0
18-Aug-10,2010.0,Florida,Crescent Beach St. Johns County,Unprovoked,United States,Other,M,10.0,Minor injuries to foot,N,Unknown,N,2010-08-18 00:00:00.000000,8.0
17-Aug-10,2010.0,Western Australia,Cowaramup Bay,Unprovoked,Australia,Surfing,M,31.0,FATAL,Y,White shark,S,2010-08-17 00:00:00.000000,8.0
14-Aug-10,2010.0,California,"Pigeon Point, San Mateo County",Unprovoked,United States,Fishing,M,45.0,"No injury, kayak bitten",N,White shark,N,2010-08-14 00:00:00.000000,8.0
10-Aug-10,2010.0,Queensland,"Three Mile Creek, Townsville",Provoked,Australia,Fishing,F,,Leg bitten by hooked shark PROVOKED INCIDENT,N,Unknown,S,2010-08-10 00:00:00.000000,8.0
10-Aug-10,2010.0,Jeju Province,Jeju Island,Unprovoked,South Korea,Swimming,F,16.0,Lacerations to left lower leg,N,Unknown,N,2010-08-10 00:00:00.000000,8.0
08-Aug-10,2010.0,New South Wales,Crescent Head,Unprovoked,Australia,Surfing,M,47.0,Left foot bitten,N,Unknown,S,2010-08-08 00:00:00.000000,8.0
07-Aug-10,2010.0,North Carolina,"Figure Eight Island, Wilmington, New Hanover County",Unprovoked,United States,Surfing,M,25.0,Left foot bitten,N,Unknown,N,2010-08-07 00:00:00.000000,8.0
07-Aug-10,2010.0,,"Off Fort St. Elmo, Valetta",Unprovoked,Malta,Surfing,M,35.0,"No injury, sail bitten",N,3 m shark,N,2010-08-07 00:00:00.000000,8.0
05-Aug-10,2010.0,Florida,"Bethune Beach, Volusia County",Invalid,United States,Swimming,F,,Minor abrasions to legs when she was lifted on the back of a large marine animal,N,Shark involvement not confirmed,N,2010-08-05 00:00:00.000000,8.0
02-Aug-10,2010.0,California,"Near oil rig Hondo, 5 nm from Gaviota, Santa Barbara County",Unprovoked,United States,Other,M,,"No injury, kayak bitten",N,"White shark, 15'",N,2010-08-02 00:00:00.000000,8.0
02-Aug-10,2010.0,Florida,"Micklers Landing, St. Johns County",Unprovoked,United States,Other,F,37.0,Lacerations to forearm,N,3' to 4' shark,N,2010-08-02 00:00:00.000000,8.0
25-Jul-10,2010.0,South Carolina,"Isle of Palms, Charleston County",Unprovoked,United States,Other,M,16.0,Lacerations to right lower leg,N,4' shark,N,2010-07-25 00:00:00.000000,7.0
23-Jul-10,2010.0,Florida,"Jacksonville Beach, Duval County",Unprovoked,United States,Surfing,M,20.0,Left foot bitten,N,Unknown,N,2010-07-23 00:00:00.000000,7.0
19-Jul-10,2010.0,South Carolina,Myrtle Beach,Unprovoked,United States,Swimming,M,10.0,Minor lacerations to left calf,N,Possibly a small blacktip shark,N,2010-07-19 00:00:00.000000,7.0
17-Jul-10,2010.0,North Carolina,"Wrightsville Beach, New Hanover County",Unprovoked,United States,Swimming,F,13.0,Lacerations to right forearm,N,"Sandtiger shark, 4' to 5'",N,2010-07-17 00:00:00.000000,7.0
17-Jul-10,2010.0,Florida,New Smyrna Beach,Unprovoked,United States,Surfing,M,55.0,Minor lacerations to right foot,N,A small spinner shark,N,2010-07-17 00:00:00.000000,7.0
16-Jul-10,2010.0,Grand Canary Island,"Sardina del Norte, Gáldar",Provoked,Spain,Swimming,M,9.0,Lacerations to left foot when he stepped on the shark PROVOKED INCIDENT,N,Angel shark,N,2010-07-16 00:00:00.000000,7.0
16-Jul-10,2010.0,Texas,Galveston,Unprovoked,United States,Fishing,M,,Leg bitten,N,Unknown,N,2010-07-16 00:00:00.000000,7.0
11-Jul-10,2010.0,Florida,"Lauderdale-by-the-Sea, Broward County",Provoked,United States,Fishing,M,,Small laceration to forearm from netted shark  PROVOKED INCIDENT,N,"Nurse shark, juvenile ",N,2010-07-11 00:00:00.000000,7.0
04-Jul-10,2010.0,KwaZulu-Natal,"Two Mile Reef, Sodwana Bay",Unprovoked,South Africa,Other,F,21.0,Left leg bitten,N,Unknown,S,2010-07-04 00:00:00.000000,7.0
03-Jul-10,2010.0,New York,Off Long Island,Provoked,United States,Fishing,M,20.0,Laceration to right bicep by hooked shark PROVOKED INCIDENT,N,"Blue shark, 7'",N,2010-07-03 00:00:00.000000,7.0
02-Jul-10,2010.0,California,"Pismo Beach, San Luis  Obispo County",Unprovoked,United States,Surfing,M,19.0,Laceration to left foot,N,4' shark,N,2010-07-02 00:00:00.000000,7.0
02-Jul-10,2010.0,California,"Dog Patch, San Onofre",Unprovoked,United States,Other,M,48.0,"No injury, board bumped by shark",N,8' shark,N,2010-07-02 00:00:00.000000,7.0
27-Jun-10,2010.0,Texas,"Eight Mile Beach, Galveston",Unprovoked,United States,Surfing,M,20.0,Lacerations to right foot,N,"Bull shark, 5'",N,2010-06-27 00:00:00.000000,6.0
25-Jun-10,2010.0,South Carolina,Fripp Island,Unprovoked,United States,Other,F,6.0,Laceration to leg,N,Unknown,N,2010-06-25 00:00:00.000000,6.0
25-Jun-10,2010.0,North Carolina,"Topsail Island, Pender County",Unprovoked,United States,Swimming,F,13.0,Laceration to left foot,N,Unknown,N,2010-06-25 00:00:00.000000,6.0
15-Jun-10,2010.0,Binh Dinh Province,Quy Nhon ,Unprovoked,Vietnam,Swimming,M,17.0,Laceration to left foot,N,1 m shark,N,2010-06-15 00:00:00.000000,6.0
10-Jun-10,2010.0,Florida,Jacksonville,Unprovoked,United States,Other,F,18.0,Lacerations to left calf and foot,N,4' shark,N,2010-06-10 00:00:00.000000,6.0
06-Jun-10,2010.0,Western Australia,"Conspicuous Beach, near Walpole",Unprovoked,Australia,Surfing,M,40.0,Severe laceration to right knee,N,Unknown,S,2010-06-06 00:00:00.000000,6.0
Jun-10,,Florida,"Ponte Vedra Beach, St Johns County",Unprovoked,United States,Surfing,M,20.0,Lacerations to left foot,N,Unknown,N,,
30-May-10,2010.0,Florida,Off Tarpon Springs,Provoked,United States,Fishing,M,49.0,Laceration to left calf by hooked shark PROVOKED INCIDENT,N,"Lemon shark, 4'",N,2010-05-30 00:00:00.000000,5.0
18-May-10,2010.0,Binh Dinh Province,Quy Nhon ,Unprovoked,Vietnam,Other,F,58.0,Minor laceration to leg,N,20 to 30kg shark,N,2010-05-18 00:00:00.000000,5.0
18-May-10,2010.0,Binh Dinh Province,Quy Nhon ,Unprovoked,Vietnam,Swimming,F,60.0,Severe lacerations to left foot,N,20 to 30kg shark,N,2010-05-18 00:00:00.000000,5.0
18-May-10,2010.0,New South Wales,Point Plomer,Unprovoked,Australia,Surfing,M,,Superficial lacerations to lower left leg,N,Unknown,S,2010-05-18 00:00:00.000000,5.0
03-May-10,2010.0,Antsiranana Province," Ambatolaoka, Nosy Be Island",Unprovoked,Madagascar,Diving,M,59.0,Lacerations to arm & chest,N,Unknown,S,2010-05-03 00:00:00.000000,5.0
01-May-10,2010.0,Florida,New Smyrna Beach,Unprovoked,United States,Wading,F,10.0,Minor puncture wounds to right ankle,N,4' shark,N,2010-05-01 00:00:00.000000,5.0
